,Title,Singer,Img,Mp3,Link
940,Đáp Án Của Bạn,Anna,https://data.chiasenhac.com/data/cover/122/121296.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089740-a16cecbe/128/Dap%20An%20Cua%20Ban%20-%20Anna.mp3,https://vi.chiasenhac.vn/nghe-album/dap-an-cua-ban-single-xss7scdbqt4vmq.html
941,Áo Mới Tình Cũ,Châu Khải Phong,https://data.chiasenhac.com/data/cover/122/121266.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089627-4098b0fe/128/Ao%20Moi%20Tinh%20Cu%20-%20Chau%20Khai%20Phong.mp3,https://vi.chiasenhac.vn/nghe-album/ao-moi-tinh-cusingle-xss7sctwqt4vf9.html
942,Gói Xôi Vội,Đạt G and DuUyen,https://data.chiasenhac.com/data/cover/122/121263.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089560-fc3fd1f7/128/Goi%20Xoi%20Voi%20-%20Dat%20G_%20DuUyen.mp3,https://vi.chiasenhac.vn/nghe-album/goi-xoi-voi-single-xss7sctcqt4vfv.html
943,Bỏ Lại Em Phía Sau,Hàn Vy,https://data.chiasenhac.com/data/cover/122/121261.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089550-2af91a87/128/Bo%20Lai%20Em%20Phia%20Sau%20-%20Han%20Vy.mp3,https://vi.chiasenhac.vn/nghe-album/bo-lai-em-phia-sau-single-xss7sctqqt4vfe.html
944,Xin Lỗi,Hamlet Trương,https://data.chiasenhac.com/data/cover/122/121260.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089548-f2d1fc8f/128/Xin%20Loi%20-%20Hamlet%20Truong.mp3,https://vi.chiasenhac.vn/nghe-album/xin-loi-single-xss7scttqt4vff.html
945,Áo Cũ Tình Mới,Châu Khải Phong,https://data.chiasenhac.com/data/cover/122/121258.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089533-6c95d2a7/128/Ao%20Cu%20Tinh%20Moi%20-%20Chau%20Khai%20Phong.mp3,https://vi.chiasenhac.vn/nghe-album/ao-cu-tinh-moi-single-xss7sd0zqt4mn1.html
946,Phía Cuối Chân Trời,Yanbi and Yến Lê,https://data.chiasenhac.com/data/cover/122/121255.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089510-f74e4a17/128/Phia%20Cuoi%20Chan%20Troi%20-%20Yanbi_%20Yen%20Le.mp3,https://vi.chiasenhac.vn/nghe-album/phia-cuoi-chan-troi-single-xss7sd0sqt4mn4.html
947,Hồng Nhan Tri Kỷ,Khánh Phương,https://data.chiasenhac.com/data/cover/122/121253.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089500-302e3f8e/128/Hong%20Nhan%20Tri%20Ky%20-%20Khanh%20Phuong.mp3,https://vi.chiasenhac.vn/nghe-album/hong-nhan-tri-ky-single-xss7sd06qt4mnk.html
948,Sát Duyên,Hori Slart,https://data.chiasenhac.com/data/cover/122/121243.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089403-87291122/128/Sat%20Duyen%20-%20Hori%20Slart.mp3,https://vi.chiasenhac.vn/nghe-album/sat-duyen-single-xss7sdz0qt4m1n.html
949,Còn Yêu Sao Nói Không Hợp?,JSOL,https://data.chiasenhac.com/data/cover/122/121214.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089278-188fced9/128/Con%20Yeu%20Sao%20Noi%20Khong%20Hop_%20-%20JSOL.mp3,https://vi.chiasenhac.vn/nghe-album/con-yeu-sao-noi-khong-hop-single-xss7sdvdqt4m2m.html
950,Cưới Thôi 30 Rồi (Remix),Hà Anh,https://data.chiasenhac.com/data/cover/122/121213.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089277-9a995408/128/Cuoi%20Thoi%2030%20Roi%20Remix_%20-%20Ha%20Anh.mp3,https://vi.chiasenhac.vn/nghe-album/cuoi-thoi-30-roi-remix-single-xss7sdvqqt4m2e.html
951,Lạy Ông Lạy Bà,Pháo and CM1X,https://data.chiasenhac.com/data/cover/122/121205.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089252-5829c7c0/128/Lay%20Ong%20Lay%20Ba%20-%20Phao_%20CM1X.mp3,https://vi.chiasenhac.vn/nghe-album/lay-ong-lay-ba-single-xss7sd36qt4mwk.html
952,Left Or Right,H2K and EmpireK,https://data.chiasenhac.com/data/cover/122/121185.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089158-49138a7a/128/Left%20Or%20Right%20-%20H2K_%20EmpireK.mp3,https://vi.chiasenhac.vn/nghe-album/left-or-right-single-xss7sdsrqt4m4a.html
953,Cho Anh Đi Lại,Trung Trần and Mcee Blue and SuperC,https://data.chiasenhac.com/data/cover/122/121183.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089156-e7082ea9/128/Cho%20Anh%20Di%20Lai%20-%20Trung%20Tran_%20Mcee%20Blue_.mp3,https://vi.chiasenhac.vn/nghe-album/cho-anh-di-lai-single-xss7sdscqt4m4v.html
954,Đường 2 Chiều,Linh Hương and B Rik,https://data.chiasenhac.com/data/cover/122/121180.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089153-2a0d6a0f/128/Duong%202%20Chieu%20-%20Linh%20Huong_%20B%20Rik.mp3,https://vi.chiasenhac.vn/nghe-album/duong-2-chieu-single-xss7sdstqt4m4f.html
955,Sao Phải Buồn,Camry and NALO and CM1X,https://data.chiasenhac.com/data/cover/122/121176.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089124-f3fc4990/128/Sao%20Phai%20Buon%20-%20Camry_%20NALO_%20CM1X.mp3,https://vi.chiasenhac.vn/nghe-album/sao-phai-buon-single-xss7sd53qt4mhw.html
956,Phu Nhân,Trương Ngôn,https://data.chiasenhac.com/data/cover/122/121175.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089123-59030059/128/Phu%20Nhan%20-%20Truong%20Ngon.mp3,https://vi.chiasenhac.vn/nghe-album/phu-nhan-single-xss7sd5sqt4mh4.html
957,Yêu Đương Gì Tầm Này Em Ơi,Thái Quỳnh,https://data.chiasenhac.com/data/cover/122/121174.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089121-95de2971/128/Yeu%20Duong%20Gi%20Tam%20Nay%20Em%20Oi%20-%20Thai%20Quynh.mp3,https://vi.chiasenhac.vn/nghe-album/yeu-duong-gi-tam-nay-em-oi-single-xss7sd55qt4mhh.html
958,Yêu Đương,Sivan,https://data.chiasenhac.com/data/cover/122/121173.jpg,https://data3.chiasenhac.com/downloads/2090/6/2089116-4f1e2159/128/Yeu%20Duong%20-%20Sivan.mp3,https://vi.chiasenhac.vn/nghe-album/yeu-duong-single-xss7sd56qt4mhk.html
959,Mưa Tháng Tư,Việt,https://data.chiasenhac.com/data/cover/122/121131.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088818-c633ddf4/128/Mua%20Thang%20Tu%20-%20Viet.mp3,https://vi.chiasenhac.vn/nghe-album/mua-thang-tu-single-xss7sdm0qt4m8n.html
960,Những Chuyến Tàu Mùa Hè,Vy Vy,https://data.chiasenhac.com/data/cover/122/121129.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088816-0569fa89/128/Nhung%20Chuyen%20Tau%20Mua%20He%20-%20Vy%20Vy.mp3,https://vi.chiasenhac.vn/nghe-album/nhung-chuyen-tau-mua-he-single-xss7sdmvqt4m82.html
961,Đến Lúc Em Phải Đi,VON,https://data.chiasenhac.com/data/cover/122/121128.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088815-bddddf29/128/Den%20Luc%20Em%20Phai%20Di%20-%20VON.mp3,https://vi.chiasenhac.vn/nghe-album/den-luc-em-phai-di-single-xss7sdm3qt4m8w.html
962,Muốn Quên Cũng Không Đành (Nzu Mix),Chung NG,https://data.chiasenhac.com/data/cover/122/121127.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088814-455e88fe/128/Muon%20Quen%20Cung%20Khong%20Danh%20Nzu%20Mix_%20-%20Chu.mp3,https://vi.chiasenhac.vn/nghe-album/muon-quen-cung-khong-danh-nzu-mix-single-xss7sdmsqt4m84.html
963,Em Sẽ Ổn Thôi,Lynn and Vương Anh Tú,https://data.chiasenhac.com/data/cover/122/121126.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088813-bdbeb1cb/128/Em%20Se%20On%20Thoi%20-%20Lynn_%20Vuong%20Anh%20Tu.mp3,https://vi.chiasenhac.vn/nghe-album/em-se-on-thoi-single-xss7sdm5qt4m8h.html
964,Tình Yêu Tôi Hát,Avin Lu and Dablo,https://data.chiasenhac.com/data/cover/122/121125.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088812-0d2a99f7/128/Tinh%20Yeu%20Toi%20Hat%20-%20Avin%20Lu_%20Dablo.mp3,https://vi.chiasenhac.vn/nghe-album/tinh-yeu-toi-hat-single-xss7sdm6qt4m8k.html
965,Về Đây Anh Lo,Hiderway,https://data.chiasenhac.com/data/cover/122/121123.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088807-c56ce575/128/Ve%20Day%20Anh%20Lo%20-%20Hiderway.mp3,https://vi.chiasenhac.vn/nghe-album/ve-day-anh-lo-single-xss7sdmmqt4m88.html
966,Bạn Không Giống Tôi,Lee HT,https://data.chiasenhac.com/data/cover/122/121122.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088806-bd63fdc7/128/Ban%20Khong%20Giong%20Toi%20-%20Lee%20HT.mp3,https://vi.chiasenhac.vn/nghe-album/ban-khong-giong-toi-single-xss7sdmwqt4m89.html
967,Thế Giới Tươi Đẹp Ôm Trọn Lấy Em (Acoustic Version),Dương Nhân Trung,https://data.chiasenhac.com/data/cover/122/121121.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088805-88a0e4ab/128/The%20Gioi%20Tuoi%20Dep%20Om%20Tron%20Lay%20Em%20Acousti.mp3,https://vi.chiasenhac.vn/nghe-album/the-gioi-tuoi-dep-om-tron-lay-em-acoustic-version-single-xss7sdmrqt4m8a.html
968,Đao Kiếm Như Mộng,Gin Tuấn Kiệt,https://data.chiasenhac.com/data/cover/122/121120.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088804-37d35b7c/128/Dao%20Kiem%20Nhu%20Mong%20-%20Gin%20Tuan%20Kiet.mp3,https://vi.chiasenhac.vn/nghe-album/dao-kiem-nhu-mong-single-xss7sdmbqt4m8q.html
969,Đáp Án Của Bạn,Bằng Cường,https://data.chiasenhac.com/data/cover/122/121119.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088803-be69f533/128/Dap%20An%20Cua%20Ban%20-%20Bang%20Cuong.mp3,https://vi.chiasenhac.vn/nghe-album/dap-an-cua-ban-single-xss7sdmcqt4m8v.html
970,Ngày Tôi Rơi Nước Mắt,Lee HT,https://data.chiasenhac.com/data/cover/122/121117.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088801-0a64620c/128/Ngay%20Toi%20Roi%20Nuoc%20Mat%20-%20Lee%20HT.mp3,https://vi.chiasenhac.vn/nghe-album/ngay-toi-roi-nuoc-mat-single-xss7sdmqqt4m8e.html
971,Lấy Vợ Đi,HuyMin,https://data.chiasenhac.com/data/cover/122/121116.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088799-40413ac4/128/Lay%20Vo%20Di%20-%20HuyMin.mp3,https://vi.chiasenhac.vn/nghe-album/lay-vo-di-single-xss7sdmtqt4m8f.html
972,Đặt Vị Trí Của Nhau,Vương Thiên Tuấn,https://data.chiasenhac.com/data/cover/122/121109.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088725-51a18f51/128/Dat%20Vi%20Tri%20Cua%20Nhau%20-%20Vuong%20Thien%20Tuan.mp3,https://vi.chiasenhac.vn/nghe-album/dat-vi-tri-cua-nhau-single-xss7sdw6qt4m9k.html
973,Ngủ Ngon Em Nhé,M-A and DJ Hoàng Anh,https://data.chiasenhac.com/data/cover/122/121108.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088723-f61ec339/128/Ngu%20Ngon%20Em%20Nhe%20-%20M-A_%20DJ%20Hoang%20Anh.mp3,https://vi.chiasenhac.vn/nghe-album/ngu-ngon-em-nhe-single-xss7sdw7qt4m9t.html
974,Niềm Tin Đặt Sai Chỗ,Trương Khải Minh,https://data.chiasenhac.com/data/cover/122/121076.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088586-23096470/128/Niem%20Tin%20Dat%20Sai%20Cho%20-%20Truong%20Khai%20Minh.mp3,https://vi.chiasenhac.vn/nghe-album/niem-tin-dat-sai-cho-single-xss7sdb7qt4mqt.html
975,Người Cũ,Phạm Nguyên Ngọc,https://data.chiasenhac.com/data/cover/122/121073.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088562-fe155b83/128/Nguoi%20Cu%20-%20Pham%20Nguyen%20Ngoc.mp3,https://vi.chiasenhac.vn/nghe-album/nguoi-cu-single-xss7sdbrqt4mqa.html
976,Sinh Nhật Bất Tận,Bùi Công Nam and Ninh Dương Lan Ngọc,https://data.chiasenhac.com/data/cover/122/121069.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088530-be67046f/128/Sinh%20Nhat%20Bat%20Tan%20-%20Bui%20Cong%20Nam_%20Ninh%20D.mp3,https://vi.chiasenhac.vn/nghe-album/sinh-nhat-bat-tan-single-xss7sdbqqt4mqe.html
977,Nói Thích Em Đi,Kate (Mỹ Duyên) and CMB,https://data.chiasenhac.com/data/cover/122/121064.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088524-f6e97861/128/Noi%20Thich%20Em%20Di%20-%20Kate%20My%20Duyen__%20CMB.mp3,https://vi.chiasenhac.vn/nghe-album/noi-thich-em-di-single-xss7sdc3qt4mvw.html
978,Tình Anh,Đình Dũng,https://data.chiasenhac.com/data/cover/122/121059.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088501-b8cb2c25/128/Tinh%20Anh%20-%20Dinh%20Dung.mp3,https://vi.chiasenhac.vn/nghe-album/tinh-anh-single-xss7sdcmqt4mv8.html
979,Ai Cũng Nói Anh Ngốc,Anh Hảo,https://data.chiasenhac.com/data/cover/122/121027.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088304-0028d483/128/Ai%20Cung%20Noi%20Anh%20Ngoc%20-%20Anh%20Hao.mp3,https://vi.chiasenhac.vn/nghe-album/ai-cung-noi-anh-ngoc-single-xss7sdqmqt4me8.html
980,Không Thể Cùng Nhau Suốt Kiếp (Piano Cover),Mr Siro,https://data.chiasenhac.com/data/cover/122/121026.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088303-822e9e1b/128/Khong%20The%20Cung%20Nhau%20Suot%20Kiep%20Piano%20Cove.mp3,https://vi.chiasenhac.vn/nghe-album/khong-the-cung-nhau-suot-kiep-piano-cover-single-xss7sdqwqt4me9.html
981,05 (Không Phai),Tăng Duy Tân and T.R.I,https://data.chiasenhac.com/data/cover/122/121025.jpg,https://data20.chiasenhac.com/downloads/2089/3/2088302-ec0fd493/128/05%20Khong%20Phai_%20-%20Tang%20Duy%20Tan_%20T_R_I.mp3,https://vi.chiasenhac.vn/nghe-album/05-khong-phai-single-xss7sdqrqt4mea.html
982,Sang Mùa,Junky,https://data.chiasenhac.com/data/cover/122/121022.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088298-5f10dd7d/128/Sang%20Mua%20-%20Junky.mp3,https://vi.chiasenhac.vn/nghe-album/sang-mua-single-xss7sdqdqt4mem.html
983,Tiếc Duyên,Khánh Ân and Tracy Thảo My,https://data.chiasenhac.com/data/cover/122/121020.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088294-d368aa3c/128/Tiec%20Duyen%20-%20Khanh%20An_%20Tracy%20Thao%20My.mp3,https://vi.chiasenhac.vn/nghe-album/tiec-duyen-single-xss7sdqtqt4mef.html
984,Xuân Úa,Thái Đinh,https://data.chiasenhac.com/data/cover/122/121019.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088293-009eb789/128/Xuan%20Ua%20-%20Thai%20Dinh.mp3,https://vi.chiasenhac.vn/nghe-album/xuan-ua-single-xss7sdt0qt4mfn.html
985,Bong Srolanh Oun,Phạm Hồng Phước,https://data.chiasenhac.com/data/cover/122/121018.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088292-e4eb93e0/128/Bong%20Srolanh%20Oun%20-%20Pham%20Hong%20Phuoc.mp3,https://vi.chiasenhac.vn/nghe-album/bong-srolanh-oun-single-xss7sdtzqt4mf1.html
986,Bàn Tay Trắng,Elysa Yến Nhi,https://data.chiasenhac.com/data/cover/121/120991.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088151-55778b9c/128/Ban%20Tay%20Trang%20-%20Elysa%20Yen%20Nhi.mp3,https://vi.chiasenhac.vn/nghe-album/ban-tay-trang-single-xss7sq0cqt4env.html
987,Cứ Ngỡ Là Anh (Cover),Chu Bin,https://data.chiasenhac.com/data/cover/121/120990.jpg,https://data20.chiasenhac.com/downloads/2089/6/2088150-87a87fc8/128/Cu%20Ngo%20La%20Anh%20Cover_%20-%20Chu%20Bin.mp3,https://vi.chiasenhac.vn/nghe-album/cu-ngo-la-anh-cover-single-xss7sq0dqt4enm.html
988,Xin Đừng Hỏi Tại Sao 2020,Đinh Ứng Phi Trường,https://data.chiasenhac.com/data/cover/121/120904.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087981-3293c91b/128/Xin%20Dung%20Hoi%20Tai%20Sao%202020%20-%20Dinh%20Ung%20Phi.mp3,https://vi.chiasenhac.vn/nghe-album/xin-dung-hoi-tai-sao-2020-single-xss7sq63qt4ekw.html
989,Những Tháng 5 Vụn Vỡ,Minh Châu and Lưu Hiền Trinh,https://data.chiasenhac.com/data/cover/121/120903.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087980-5f874caf/128/Nhung%20Thang%205%20Vun%20Vo%20-%20Minh%20Chau_%20Luu%20Hi.mp3,https://vi.chiasenhac.vn/nghe-album/nhung-thang-5-vun-vo-single-xss7sq6sqt4ek4.html
990,Ai Thật Lòng Thương Anh,Linh Rin,https://data.chiasenhac.com/data/cover/121/120902.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087979-4724d7a7/128/Ai%20That%20Long%20Thuong%20Anh%20-%20Linh%20Rin.mp3,https://vi.chiasenhac.vn/nghe-album/ai-that-long-thuong-anh-single-xss7sq65qt4ekh.html
991,Phản Duyên (Remix),Lâm Chấn Kiệt,https://data.chiasenhac.com/data/cover/121/120899.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087974-88aacf6c/128/Phan%20Duyen%20Remix_%20-%20Lam%20Chan%20Kiet.mp3,https://vi.chiasenhac.vn/nghe-album/phan-duyen-remix-single-xss7sq6mqt4ek8.html
992,Anh Vẫn Phía Sau Em Mà,Khánh Trần Rio,https://data.chiasenhac.com/data/cover/121/120898.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087973-f50e9cea/128/Anh%20Van%20Phia%20Sau%20Em%20Ma%20-%20Khanh%20Tran%20Rio.mp3,https://vi.chiasenhac.vn/nghe-album/anh-van-phia-sau-em-ma-single-xss7sq6wqt4ek9.html
993,Đám Cưới Đi Em,Huy Đinh,https://data.chiasenhac.com/data/cover/121/120897.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087972-40f38aa6/128/Dam%20Cuoi%20Di%20Em%20-%20Huy%20Dinh.mp3,https://vi.chiasenhac.vn/nghe-album/dam-cuoi-di-em-single-xss7sq6rqt4eka.html
994,Niềm Tin Lạc Lối,Vương Triệu Anh,https://data.chiasenhac.com/data/cover/121/120896.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087970-5583c9d5/128/Niem%20Tin%20Lac%20Loi%20-%20Vuong%20Trieu%20Anh.mp3,https://vi.chiasenhac.vn/nghe-album/niem-tin-lac-loi-single-xss7sq6bqt4ekq.html
995,Một Ngụm Cafe Đắng,HuyR and Tùng Viu,https://data.chiasenhac.com/data/cover/121/120895.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087969-a389ba18/128/Mot%20Ngum%20Cafe%20Dang%20-%20HuyR_%20Tung%20Viu.mp3,https://vi.chiasenhac.vn/nghe-album/mot-ngum-cafe-dang-single-xss7sq6cqt4ekv.html
996,Youth,Đinh Trang and Phình and CM1X,https://data.chiasenhac.com/data/cover/121/120894.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087968-8bcc5f1c/128/Youth%20-%20Dinh%20Trang_%20Phinh_%20CM1X.mp3,https://vi.chiasenhac.vn/nghe-album/youth-single-xss7sq6dqt4ekm.html
997,Phung Phí Duyên Trời,Khánh Đơn,https://data.chiasenhac.com/data/cover/121/120892.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087965-824b90a9/128/Phung%20Phi%20Duyen%20Troi%20-%20Khanh%20Don.mp3,https://vi.chiasenhac.vn/nghe-album/phung-phi-duyen-troi-single-xss7sq6tqt4ekf.html
998,Ngày Em Lên Thành Đô,Emma Nhất Khanh and Hamin,https://data.chiasenhac.com/data/cover/121/120832.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087652-7d6f06c2/128/Ngay%20Em%20Len%20Thanh%20Do%20-%20Emma%20Nhat%20Khanh_.mp3,https://vi.chiasenhac.vn/nghe-album/ngay-em-len-thanh-do-single-xss7sqrbqt4eaq.html
999,Mr Bean,Nhật Thanh,https://data.chiasenhac.com/data/cover/121/120826.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087645-aefb0b1f/128/Mr%20Bean%20-%20Nhat%20Thanh.mp3,https://vi.chiasenhac.vn/nghe-album/mr-bean-single-xss7sqbzqt4eq1.html
1000,Đáp Án Của Bạn,Bỉnh Tài and DM2X,https://data.chiasenhac.com/data/cover/121/120825.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087644-f59dc1dc/128/Dap%20An%20Cua%20Ban%20-%20Binh%20Tai_%20DM2X.mp3,https://vi.chiasenhac.vn/nghe-album/dap-an-cua-ban-single-xss7sqbvqt4eq2.html
1001,Đêm Nay Bố Không Về,Mạnh Quỳnh,https://data.chiasenhac.com/data/cover/121/120824.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087642-a59c63fc/128/Dem%20Nay%20Bo%20Khong%20Ve%20-%20Manh%20Quynh.mp3,https://vi.chiasenhac.vn/nghe-album/dem-nay-bo-khong-ve-single-xss7sqb3qt4eqw.html
1002,Tôi Là Người Làm Tóc,Triệu Minh Đạt,https://data.chiasenhac.com/data/cover/121/120823.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087641-11941ea3/128/Toi%20La%20Nguoi%20Lam%20Toc%20-%20Trieu%20Minh%20Dat.mp3,https://vi.chiasenhac.vn/nghe-album/toi-la-nguoi-lam-toc-single-xss7sqbsqt4eq4.html
1003,Rap Về Chim Sê Đi Nắng,Jiren K,https://data.chiasenhac.com/data/cover/121/120822.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087640-1d34247e/128/Rap%20Ve%20Chim%20Se%20Di%20Nang%20-%20Jiren%20K.mp3,https://vi.chiasenhac.vn/nghe-album/rap-ve-chim-se-di-nang-single-xss7sqb5qt4eqh.html
1004,Alo Anh À,YuniBoo and Misabae,https://data.chiasenhac.com/data/cover/121/120796.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087346-28fbcf41/128/Alo%20Anh%20A%20-%20YuniBoo_%20Misabae.mp3,https://vi.chiasenhac.vn/nghe-album/alo-anh-a-single-xss7sqctqt4evf.html
1005,Trust,Freaky and CM1X,https://data.chiasenhac.com/data/cover/121/120794.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087335-1ad1edd1/128/Trust%20-%20Freaky_%20CM1X.mp3,https://vi.chiasenhac.vn/nghe-album/trust-single-xss7sqdzqt4em1.html
1006,Chính Nó,Blacka and Tuimi,https://data.chiasenhac.com/data/cover/121/120782.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087248-272a79f9/128/Chinh%20No%20-%20Blacka_%20Tuimi.mp3,https://vi.chiasenhac.vn/nghe-album/chinh-no-single-xss7sqddqt4emm.html
1007,Cưới Thôi 30 Rồi,Hà Anh,https://data.chiasenhac.com/data/cover/121/120778.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087243-fda7d3e7/128/Cuoi%20Thoi%2030%20Roi%20-%20Ha%20Anh.mp3,https://vi.chiasenhac.vn/nghe-album/cuoi-thoi-30-roi-single-xss7sqqzqt4ee1.html
1008,Chuyện Tình Trẻ Con,Thành and Zuy,https://data.chiasenhac.com/data/cover/121/120777.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087242-4e077e53/128/Chuyen%20Tinh%20Tre%20Con%20-%20Thanh_%20Zuy.mp3,https://vi.chiasenhac.vn/nghe-album/chuyen-tinh-tre-con-single-xss7sqqvqt4ee2.html
1009,Just A Kid,Boyzed,https://data.chiasenhac.com/data/cover/121/120775.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087240-59cdc44a/128/Just%20A%20Kid%20-%20Boyzed.mp3,https://vi.chiasenhac.vn/nghe-album/just-a-kid-single-xss7sqqsqt4ee4.html
1010,Lãng Phí Thời Gian,Dankeez,https://data.chiasenhac.com/data/cover/121/120774.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087239-133cb42e/128/Lang%20Phi%20Thoi%20Gian%20-%20Dankeez.mp3,https://vi.chiasenhac.vn/nghe-album/lang-phi-thoi-gian-single-xss7sqq5qt4eeh.html
1011,Ẩm Thực Việt,B:OKEH,https://data.chiasenhac.com/data/cover/121/120763.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087224-f01164a6/128/Am%20Thuc%20Viet%20-%20B_OKEH.mp3,https://vi.chiasenhac.vn/nghe-album/am-thuc-viet-single-xss7sqt0qt4efn.html
1012,I Know,NVM,https://data.chiasenhac.com/data/cover/121/120762.jpg,https://data20.chiasenhac.com/downloads/2088/6/2087222-bd0ce1a0/128/I%20Know%20-%20NVM.mp3,https://vi.chiasenhac.vn/nghe-album/i-know-single-xss7sqtzqt4ef1.html
1013,Đã Từng Là (Acoustic Version),Vũ,https://data.chiasenhac.com/data/cover/121/120723.jpg,https://data20.chiasenhac.com/downloads/2087/6/2086960-4468de38/128/Da%20Tung%20La%20Acoustic%20Version_%20-%20Vu.mp3,https://vi.chiasenhac.vn/nghe-album/da-tung-la-acoustic-version-single-xss7stzmqt4f18.html
1014,Vầng Trăng Khóc (Remix),Minh Vương M4U and Hương Ly and ACV,https://data.chiasenhac.com/data/cover/121/120721.jpg,https://data20.chiasenhac.com/downloads/2087/6/2086944-c283d2b3/128/Vang%20Trang%20Khoc%20Remix_%20-%20Minh%20Vuong%20M4U_.mp3,https://vi.chiasenhac.vn/nghe-album/vang-trang-khoc-remix-single-xss7stzrqt4f1a.html
1015,Cần 1 Ai Đó (Acoustic Version),Phạm Đình Thái Ngân,https://data.chiasenhac.com/data/cover/121/120720.jpg,https://data20.chiasenhac.com/downloads/2087/6/2086943-e91a3688/128/Can%201%20Ai%20Do%20Acoustic%20Version_%20-%20Pham%20Din.mp3,https://vi.chiasenhac.vn/nghe-album/can-1-ai-do-acoustic-version-single-xss7stzbqt4f1q.html
1016,Nếu Em Không Phiền,Lê Phú Cường,https://data.chiasenhac.com/data/cover/121/120715.jpg,https://data20.chiasenhac.com/downloads/2087/6/2086935-d84075e7/128/Neu%20Em%20Khong%20Phien%20-%20Le%20Phu%20Cuong.mp3,https://vi.chiasenhac.vn/nghe-album/neu-em-khong-phien-single-xss7stv0qt4f2n.html
1017,Đám Cưới Người Ta,Dư Anh,https://data.chiasenhac.com/data/cover/121/120714.jpg,https://data20.chiasenhac.com/downloads/2087/6/2086934-2e786bd3/128/Dam%20Cuoi%20Nguoi%20Ta%20-%20Du%20Anh.mp3,https://vi.chiasenhac.vn/nghe-album/dam-cuoi-nguoi-ta-single-xss7stvzqt4f21.html
